location_id,name,lat,lng,type,area,specialty,established_year,price_range,vibe_category,age_years,food_establishment_density,street_vendor_density,distance_to_market,foot_traffic_density,distance_to_station,commercial_kitchen_density,late_night_food_score,cultural_authenticity_score,morning_customers,lunch_customers,evening_customers,night_customers,weekend_multiplier,peak_waiting_time_minutes,average_meal_duration_minutes,commercial_food_density,residential_density,road_accessibility,parking_availability,pedestrian_access,building_size_sqm,kitchen_to_dining_ratio,seating_capacity_estimate,signage_visibility_score,waste_management_score,delivery_accessibility,vendor_setup_space,queue_management_space,culinary_heritage_score,tourist_appeal,local_popularity,food_blogger_mentions,michelin_mentioned,street_food_authenticity,cultural_diversity_score,average_meal_cost,daily_revenue_estimate,employment_generated,supply_chain_local_ratio,peak_dining_hours,seasonal_variation,delivery_availability,monsoon_impact_score,cuisine_type,spice_level,vegetarian_options,hygiene_rating,portion_size_rating,vibe_intensity,data_collection_date,confidence_score
BB_011,Brittania & Co.,18.9379,72.84,Parsi Restaurant,Ballard Estate,Berry Pulao,1923,Mid-range,Bombay Bhukkad,101,17.102475787261955,5.663992601173667,836.0868346607307,35.4402329993373,522.648343755842,8.152868659980472,2.441925797096495,9.97470091114559,122,167,287,62,1.4402563082224593,16,32,0.5957659349313807,0.5123343743883788,0.6751500097001647,0.2787933487511588,0.6247081719660172,68.82906200202783,0.5616372816953328,81.53722854697924,7.127776700365449,8.926821592795749,8.830246441476785,-0.008221836249830639,0.1361796569550263,10.0,8.126502323795714,6.345059917751163,5,0,10.0,7.338855175816545,712,8233,3,0.8438470422526596,"12:00-14:00, 19:00-22:00",0.2547126644840676,3.8653000955097774,4.194182681742631,Parsi,2.882762387147876,0.8331876133640939,3.9,3.343555823349714,4.54,2024-11-20,0.7491270051259519
BB_012,Trishna,18.9314,72.8311,Fine Dining,Fort,Coastal Indian,1999,Expensive,Bombay Bhukkad,25,12.300815981530954,6.232878700284288,429.7520751355583,36.41401544475992,410.6250281610664,14.235591006040085,1.9634812966203792,3.696751189663142,39,289,712,148,1.5071795193618636,10,83,0.7437051263291383,0.40621132476346566,0.8494106886133541,0.2375423186131577,0.8654366812730961,393.0858958704604,0.3070799206543955,70.885654731127,5.359030386540733,6.812454779227213,4.973731675435336,-0.08174386783633997,0.25956071567324945,8.0,8.112510591427593,6.70700952683094,46,0,2.7080181648454653,8.478272534934744,3296,230377,23,0.5326200771768209,19:00-23:00,0.21124956847502416,7.45067912975186,1.2901296112714764,Multi-cuisine,3.3591199443657276,0.3690888336980609,4.7,3.1590341227319785,4.1,2024-11-20,0.7600426590671556
BB_013,Leopold Cafe,18.922,72.8331,Continental Cafe,Colaba,Continental & Beer,1871,Mid-range,Bombay Bhukkad,153,10.990128122593504,4.388311971443388,6.229459289912143,48.18377140090162,477.0401299270116,7.374933799811671,0.9003167646504235,6.550426687046398,169,345,562,167,1.4633672294701396,17,19,0.7626709029414923,0.4526655448741369,0.7367034624973322,0.584384355379173,0.7056320296202863,9.751677662570188,0.2928323118067554,30.08846206392167,6.183912545326255,6.857987330366644,8.38831055961366,0.03765671225913439,0.1323890590054239,9.5,9.29853669391462,6.7394422636655635,11,0,10.0,8.558736322880268,603,23000,6,0.5825714499949564,"12:00-14:00, 19:00-22:00",0.2676276654529089,9.272509603379508,-0.3333468702563316,Continental,1.9333388173097243,0.5037518949437119,3.8,3.4399257984051674,4.7,2024-11-20,0.9200449286592554
BB_014,Cafe Mondegar,18.922,72.8331,Continental Cafe,Colaba,Continental,1932,Mid-range,Bombay Bhukkad,92,12.512020189140976,5.7107166960573394,863.335327666826,23.94819999432936,593.9828370445214,2.5928870439317535,4.20233848015096,7.54410170354579,200,299,427,165,1.405156374647274,21,28,0.8036690025071221,0.19536257142961766,0.7078998465582849,0.35447513793720514,0.507766011237353,35.048225270389864,0.3548829760937143,95.87651242955262,4.504023471240179,8.38171310950771,6.027995907744115,0.30908383635666903,0.173371141737738,7.84,7.323706582907562,8.063212154192582,2,0,9.459644742921132,7.376322446672369,627,36894,4,0.8596790896695402,"12:00-14:00, 19:00-22:00",0.20803661017690972,4.817722085714344,2.724515939261836,Continental,2.28943493823048,0.544146478520071,3.9,3.508456395574528,4.07,2024-11-20,0.8700254575756049
BB_015,Olympic Coffee House,18.922,72.8331,South Indian,Colaba,Dosa & Filter Coffee,1950,Budget,Bombay Bhukkad,74,8.113913322235927,8.693983323068473,125.96607911262731,35.42994143127678,753.9156259283674,3.030251714022488,2.2924684844703727,9.39345198468437,175,295,590,161,1.479732810081041,14,30,0.9248787902455942,0.33727677704154835,0.7259780096819213,0.4400631036183861,0.9124276811093427,181.63514955094684,0.3494845640004894,50.37295175935877,6.620608686699804,7.735851372071561,5.61730476915565,0.16786425814815203,0.19161374240237067,9.98,7.793192925995265,8.105269938545153,3,0,8.048182322174696,9.05918202933897,137,14321,5,0.7027307941806388,"12:00-14:00, 19:00-22:00",0.28082704239689815,4.603276077132208,5.003049410870534,South Indian,1.8063299358712688,0.7251941156114793,3.4,3.811770590698851,4.37,2024-11-20,0.7738957040182657
BB_016,Prakash Ice Cream,19.0267,72.8756,Ice Cream Parlor,Wadala,Kulfi & Ice Cream,1965,Budget,Bombay Bhukkad,59,8.187751679462776,7.673049561601939,899.1608872112881,38.26994475322695,517.8258072027522,4.910168732050349,1.225468643797115,6.073228735512328,71,207,310,122,1.2918484130635342,12,27,0.40380251715624615,0.41077294123435887,0.7453992155727108,0.2395468972546205,0.7194599044956003,70.1605931730848,0.3434044674438675,39.29286078277304,6.808119217855223,7.907591207663758,10.30923634532115,0.23116275124988223,-0.05648150345551667,7.18,6.583801491482419,7.547367858823235,2,0,8.329227675680984,7.183750562964001,77,15192,5,0.8512307607241614,"12:00-14:00, 19:00-22:00",0.2109008334676975,6.669735743653763,4.918359533725496,Multi-cuisine,1.0,0.22427062477400123,3.2,3.0676361481211836,3.67,2024-11-20,0.7443113199299978
BB_017,Sardar Pav Bhaji,18.9789,72.8267,Pav Bhaji Joint,Tardeo,Pav Bhaji,1960,Budget,Bombay Bhukkad,64,13.790085166648943,4.33417726542342,881.5643053834403,42.27441435502203,527.1220367964232,2.2381851431135282,1.6640885000482843,11.550093563447131,60,198,196,96,1.1913811719497702,5,35,0.47554092588954844,0.45647293161033503,0.8520433634125906,0.1973368778872282,0.7234371584358228,83.85125829994556,0.37419051765492356,59.043914139345375,5.63597940321618,7.4337631090606235,8.692099464193381,0.5310417200758888,0.006826987588779754,8.780000000000001,5.8960896519065935,7.446583508468698,4,0,8.599836781998846,5.981795934981288,60,20698,4,0.73426838085231,"12:00-14:00, 19:00-22:00",0.267761512849148,4.674879000352705,3.5421873663720227,Maharashtrian,0.7423661712061715,0.633485701792655,3.3,3.8292045828886607,3.91,2024-11-20,0.7972051188252968
BB_018,Ashok Vada Pav,19.0267,72.8445,Vada Pav Stall,Dadar,Vada Pav,1971,Budget,Bombay Bhukkad,53,5.539878261483237,4.589376984409103,318.0827715490746,45.54771089090197,334.01088860558866,1.5431536760755065,2.7727623096483844,6.779407724905536,127,293,487,176,1.7408971995314861,20,28,0.6748632709527504,0.3501239970121991,0.6871532707361641,0.3637383133864068,0.7520049892994982,136.2111025928946,0.20035109455206118,63.622702904539025,5.614374209457413,6.349831968430725,5.951327595922432,0.4977916437183593,-0.00950983487488355,8.06,6.390268773280702,8.5816819734448,5,0,8.347108070778383,6.018982896995269,72,5171,9,0.5983404280893505,"12:00-14:00, 19:00-22:00",0.22937429743529916,5.140942797413231,4.339163860227482,Maharashtrian,2.465214950451642,0.45213251233984886,3.5,3.0207576528400994,3.71,2024-11-20,0.9455628683009448
BB_019,Cannon Pav Bhaji,18.9314,72.8289,Pav Bhaji Joint,Churchgate,Pav Bhaji,1958,Budget,Bombay Bhukkad,66,14.657760572184763,4.402859503627601,236.67103140585573,50.000005595314846,371.36813580301293,2.0472970119022147,0.28908805667611626,4.404527680259177,95,191,334,113,1.4469311080601708,22,25,0.7591939450759965,0.37337932236341964,0.7400873066461664,0.1878134671758983,0.7946996528263134,121.88985840267793,0.40274228995563854,41.507812326918625,6.850010021562278,7.373946552064116,5.326236816367146,0.16497250693243826,-0.005042096042553262,7.32,6.999096848734907,6.886665290678024,2,0,7.637644945492467,6.483114966128945,104,9317,9,0.42431227191389764,"12:00-14:00, 19:00-22:00",0.3228428969400856,8.406586459656925,4.123360386865998,Maharashtrian,3.1728798169067796,0.2786374358642762,3.7,3.355682926505266,3.67,2024-11-20,0.9234115630523818
BB_020,Ram Ashraya,19.0256,72.8489,South Indian,Matunga,Dosa & Idli,1935,Budget,Bombay Bhukkad,89,17.054420744344277,4.502164902755503,1142.1891400887544,47.497961375250455,712.3261480220132,3.6649823154055343,4.942010661857974,7.1374940323983775,111,289,351,129,1.5054155247063816,17,30,0.6727491766057146,0.31430288441657356,0.7279971907458384,0.3180967144742095,0.760424687562355,96.14124315978529,0.2996221794076487,34.10769034642588,5.538048802863357,4.31560915012504,6.808072784812428,0.22280219415544478,0.15965210833047933,10.0,5.676776857167217,9.674193695659897,3,0,10.0,9.706051838892563,132,19138,7,0.8301910731161004,"12:00-14:00, 19:00-22:00",0.3747925353742143,5.934277396166745,4.603244760632604,South Indian,0.1399134530697408,0.4840022141794515,2.9,2.705845817943729,4.32,2024-11-20,0.7212266727156915
BB_021,Mysore Cafe,19.0256,72.8489,South Indian,Matunga,South Indian Breakfast,1940,Budget,Bombay Bhukkad,84,12.919138392303479,3.6799247193423854,1140.1269571479902,23.019029756062935,489.8676512725709,2.7641928624734913,6.993877086744867,8.4007605744857,82,204,381,120,1.318399215462554,18,26,0.7475910654317197,0.29783499999374335,0.8133988790926467,0.4780391402181838,0.9591982337961383,197.0144046942685,0.23881547652663912,60.791992170574126,5.626661573020271,7.697240626430094,9.717326795435849,0.4478064386048313,0.05319644531498284,10.0,6.138549074855157,9.018610259364014,3,0,9.577075825237003,9.301792714144625,199,14707,8,0.6970987300584327,"12:00-14:00, 19:00-22:00",0.2160216748406661,6.7293333927971375,-1.5560044685524144,Multi-cuisine,3.231576773361629,0.9771654655540123,3.2,4.361943840311628,4.42,2024-11-20,0.9315836958603825
BB_022,Cafe Madras,19.0256,72.8489,South Indian,Matunga,Filter Coffee & Dosa,1952,Budget,Bombay Bhukkad,72,17.36037242013667,0.4074808087673727,596.2775336179063,30.58390886237678,781.8701603544732,3.094103332932733,4.0898879103923385,8.350489709487213,134,207,225,53,1.3994972584234722,10,39,0.6933455288528093,0.3970697155209824,0.4681866064038998,0.6365811592426192,0.7149769104140774,71.27702284906245,0.449084925899408,60.34983862429585,6.262829836145773,5.644811303697088,9.51707850290062,0.2678628978370548,0.04295440466929991,9.94,5.84108412107765,9.15517596155777,5,0,8.753692940257428,10.0,71,16118,5,0.8613360731149414,"12:00-14:00, 19:00-22:00",0.15299801081366293,4.288412009906681,6.840973786370949,South Indian,1.418384100104892,0.729816669164324,3.8,4.349247419068831,4.31,2024-11-20,0.7591027066720514
BB_023,Crawford Market Food Section,18.9467,72.8342,Food Market,Fort,Fresh Produce & Spices,1869,Budget,Bombay Bhukkad,155,21.52378998851438,9.882521800633022,37.92535287274991,86.39045465809713,665.5552234727977,9.745065143011093,3.796405536386173,6.673458602598709,595,1201,761,174,1.2718418464496788,5,34,0.7529167222837989,0.2888370020124955,0.801088450771999,0.0491191579483255,0.85875207805736,125.26673222632778,0.3986407301785603,56.891184658044516,7.703038805623764,5.919648041261005,8.614986798572755,0.33842744272158287,0.3150763017574062,10.0,7.010864303932134,8.85845689992704,8,0,9.299526742593256,10.0,113,11339,26,0.6723361337638482,"08:00-11:00, 17:00-20:00",0.3008838074234694,11.111935547062107,6.965162206497831,Multi-cuisine,3.7523749613956308,0.4533502786553686,3.2,3.938191766660004,5.0,2024-11-20,0.8256312919289761
BB_024,Grant Road Food Area,18.9656,72.8156,Street Food Area,Grant Road,Maharashtrian Food,1930,Budget,Bombay Bhukkad,94,11.479872640896936,17.302036207076778,506.2934361639026,51.33759709745085,419.90713486122536,3.5446878952972787,2.0811110775909016,2.9529761195552178,120,218,269,78,1.2499899541414439,10,34,0.6717352990780463,0.41249649337689775,0.7146950399533855,0.15163133635329853,1.0732016165584835,210.83208387749005,0.43192798055168774,25.256540499504816,5.230704886615873,8.085699549112865,6.3675912804036985,0.4011203869195862,0.1054385998626056,7.88,6.981887897681968,6.410992846984246,3,0,10.0,6.516259252757756,126,12639,8,0.7473680090291608,"12:00-14:00, 19:00-22:00",0.33147717992240205,7.596668786202607,2.8627015557375146,Multi-cuisine,3.2035115669673453,0.577278155352493,3.0,4.038062161169919,3.83,2024-11-20,0.8101206689242104
BB_025,Matunga Food Hub,19.0256,72.8489,Food District,Matunga,South Indian,1925,Budget,Bombay Bhukkad,99,21.0494297671839,8.801398261075752,874.2321011746722,29.756737603612052,618.384707746848,5.78208790155668,3.689427142082676,9.378397181019823,111,192,476,132,1.4666718899541349,6,30,0.7727433397985123,0.5362647565642268,0.7278331204704351,0.4743765664516034,0.8103944667339804,47.30158933679597,0.4948263322821377,55.136253409773225,5.098813810373214,2.306472872010426,5.609991854197326,0.2838913089327452,-0.08736325419553828,7.98,6.110794310859403,7.249106152963789,2,0,8.67201793884997,8.116349800726478,177,14618,8,0.730095830659658,"12:00-14:00, 19:00-22:00",0.09979823418234612,8.998719202888715,4.9275388908942475,Multi-cuisine,4.189982932774887,0.9911537439749505,3.4,4.135294820163142,4.13,2024-11-20,0.9398515291252788
BB_026,Sindhi Camp Food Area,19.0634,72.8978,Community Food,Chembur,Sindhi Cuisine,1947,Budget,Bombay Bhukkad,77,13.290730293804993,5.642423646653553,649.6186685116811,38.39430840958979,385.30414808097754,6.303838068381686,6.2647408952415296,7.227375228370619,127,206,352,95,1.532771318763791,5,29,0.3843125998957708,0.33613713988130156,0.795396044200975,0.4009598657238868,0.8108605935930625,89.64234863832354,0.35817299405283587,106.60030188462663,7.362499340462731,8.545098186195993,6.219412232146506,0.247364949968121,0.09292471635201716,7.54,6.69493773250626,7.288313891667401,1,0,7.849431100033864,6.995374421615635,181,12255,7,0.7422336140451566,"12:00-14:00, 19:00-22:00",0.363149267117037,4.858171311618888,3.466552598744199,Multi-cuisine,0.7397469381800632,0.47452405245143736,3.6,4.746624017863391,3.7,2024-11-20,0.7683721374073387
BB_027,Cutting Chai - CST,18.9401,72.835,Tea Stall,Fort,Cutting Chai,1950,Budget,Bombay Bhukkad,74,17.631034386372217,13.715448409545822,458.4860421741895,31.46735014578844,650.1016050372951,5.222948886376475,3.5263528948376215,6.889076076269701,563,176,778,203,1.5067226488811463,18,11,0.7540477037623546,0.5206330910183212,0.8556242698045589,0.3218308333673321,0.8960568862538498,12.829370540674468,0.4900615993247551,-2.7827833141872844,7.998960825115091,6.894927838752819,7.022739473368793,0.27931238736527164,0.1737658572026825,9.48,5.984223724209396,8.23184881470723,2,0,8.373869249487045,9.216819185603134,28,4704,3,0.9030841006514257,"07:00-10:00, 16:00-19:00",0.22544346584539335,4.666726433027402,4.223929814954412,Beverages,1.3463736276178417,0.3833266386448798,2.4,4.047004223988143,4.46,2024-11-20,0.9480203688991309
BB_028,Cutting Chai - Dadar,19.0189,72.8467,Tea Stall,Dadar,Cutting Chai & Biscuits,1955,Budget,Bombay Bhukkad,69,16.856814155382864,10.322652131090184,611.6388909576542,21.40452775526233,463.0749597041154,7.890429947782126,4.821338033440805,8.17229962140578,337,190,484,137,1.3787964795851695,12,9,0.48586313041120655,0.21124776741937437,0.9059864871726269,0.4412729343324587,0.83936588742151,55.344320930204034,0.6410924235776354,26.774344851675586,3.2579784817583675,4.457928865776366,7.306951305662838,0.21350741149514313,0.22376325569597155,9.379999999999999,7.291523379616416,9.096764244563222,6,0,8.271043344880757,7.450380477019457,18,3706,2,0.6005351215016305,"07:00-10:00, 16:00-19:00",0.23886379984045458,2.515260569372982,4.234897812732455,Beverages,2.4331335261027753,0.1369178073731474,3.0,2.5581373497063336,4.36,2024-11-20,0.7404971797503559
BB_029,Cutting Chai - Bandra,19.0544,72.8267,Tea Stall,Bandra,Masala Chai,1960,Budget,Bombay Bhukkad,64,7.5968307274585865,14.269967015127659,501.3384247316365,17.916428184339768,468.18075303422773,6.979657380897818,0.9853069735325577,10.686369718211044,349,206,667,172,1.3844938782277756,19,9,0.6806306288741578,0.6954457070861984,0.5799439540686173,0.41774256388433795,0.9421603728512554,43.54715585368698,0.3095689718777343,26.077327009386305,10.938173784758398,7.511408129291018,6.5344505769524375,0.2781478951819184,0.13742388950999956,9.28,6.99804496379252,9.106116096996052,1,0,8.975197966269803,8.24469543616603,46,2382,2,0.7434414824404897,"07:00-10:00, 16:00-19:00",0.27737105371981563,3.595740213527028,4.977308930433819,Beverages,1.8632594568168388,0.8230552694406887,2.8,3.945394428218756,4.54,2024-11-20,0.8638342733098717
BB_030,Shree Krishna Sweets,19.0267,72.8445,Sweet Shop,Dadar,Maharashtrian Sweets,1948,Budget,Bombay Bhukkad,76,12.11133042131786,1.6929757675128085,338.3830677656463,39.863460253846526,471.61323429991126,3.3127095102980624,3.8360411450551286,8.037271893802261,84,167,386,91,1.331956059311238,15,8,0.6851109854132956,0.47587897397983053,0.7738897471417946,0.33007586912483283,0.8698824304273026,159.52708873878044,0.5419152819953976,46.62209549824392,6.274131483393555,3.618591675652415,7.293811622053963,0.41364872486984416,0.13296131236387795,9.719999999999999,6.736128655071964,7.2661851949781715,2,0,8.334458822757789,5.8976182718044425,81,9374,5,0.6010706342558653,"12:00-14:00, 19:00-22:00",0.14851198506031688,3.744736559627545,3.2376449640471123,Desserts,2.4905007818067375,0.9828790221358563,3.6,2.780102162667337,4.32,2024-11-20,0.6895406036303728
BB_031,Kandoi Bhogilal Mulchand,18.9467,72.8342,Sweet Shop,Zaveri Bazaar,Traditional Sweets,1900,Budget,Bombay Bhukkad,124,14.687779537971178,3.811405103334234,902.4624437113587,51.65061105154451,752.8947172193842,1.1501061500564633,4.575062218822193,10.333332618630209,86,113,308,52,1.673251219330679,5,9,0.9803900656072708,0.6843215932899112,0.7384587501927025,0.5130565807461117,0.8118108721794447,150.52344135200238,0.4594545888526609,12.340123502493832,6.249430460475138,6.502375429775918,7.531311934659883,0.18721386678428412,0.2535696618658817,10.0,6.674926490894796,9.204286772672155,2,0,10.0,6.282291222428146,91,13977,5,0.7813541316287315,"12:00-14:00, 19:00-22:00",0.21333834733034618,6.922491481111628,7.382877919870937,Desserts,1.0,1.0292766011954178,3.4,3.9669278372215806,4.34,2024-11-20,0.9700425889066598
