location_id,name,lat,lng,type,area,daily_footfall,peak_multiplier,vibe_category,transport_infrastructure_density,road_network_complexity,commercial_activity_density,multimodal_transport_access,crowd_management_score,building_density_per_hectare,pedestrian_infrastructure_score,parking_infrastructure_score,morning_rush_footfall,mid_morning_footfall,lunch_footfall,afternoon_footfall,evening_rush_footfall,night_footfall,peak_congestion_duration_hours,weekend_variation_ratio,monsoon_impact_score,festival_crowd_multiplier,crowd_density_stress,noise_level_estimate,air_quality_impact,infrastructure_strain_score,emergency_response_accessibility,urban_heat_island_effect,business_density_score,economic_activity_index,employment_hub_score,retail_commercial_ratio,service_sector_density,informal_economy_score,land_value_impact,digital_infrastructure_score,accessibility_score,safety_security_score,waste_management_efficiency,energy_consumption_index,network_centrality_score,inter_district_connectivity,last_mile_connectivity,transport_mode_diversity,vibe_intensity,data_collection_date,confidence_score
CH_014,Dadar TT Circle,19.0189,72.8445,Traffic Junction,Dadar,200000,4.2,Chaotic Hustle,10.515121984313891,18.694004802789248,17.47438732928915,6.356677105915163,2.2846849670667626,107.4074612189023,6.197354317008373,2.868208656587389,197494,24845,28907,32636,297119,19597,3.4623552445924033,0.5294477033627015,8.227513366945738,2.3525849330628827,3.2353062530158208,8.664478945594235,8.848391014255451,3.6112237124517703,4.26282555990225,8.660451259235659,6.77102788189309,100.0,4.947465053622313,0.3809082371092696,5.381839684153592,8.608580956183367,5.918718198833524,6.199848956852181,1.9919769158883054,2.109267813878327,8.220602366720582,4.345267626777779,8.50978344330333,9.405134517262095,4.217148593975847,6.169560824917507,5.0,2024-12-10,0.8361072299693753
CH_015,Bandra Kalanagar Junction,19.0656,72.8378,Traffic Junction,Bandra,180000,3.8,Chaotic Hustle,8.546053714492462,12.342317847083583,12.565094259679993,7.207862293799898,1.716227320217521,85.1276696780689,5.202828009614306,1.0087344374047764,134989,22619,27359,21982,205669,12424,3.732869264440353,1.2008509552090798,8.04920064128767,1.8725970668001066,2.559682917151176,9.003825117030576,6.359640566373568,2.870138982004382,4.192139696518066,6.635497565469203,6.408920319762953,100.0,5.204444695207123,0.29349112257729115,2.8512334411702946,8.007915927580722,6.480069252588479,6.548766985172189,2.5112392333434386,2.0435307699327177,7.186745076674791,3.280968994565519,8.297469782460128,8.572499520145733,3.743239286975641,5.69320314799476,5.0,2024-12-10,0.9416791372774577
CH_016,Andheri Subway,19.1197,72.8467,Traffic Junction,Andheri,220000,4.5,Chaotic Hustle,8.644486741169448,14.431460533281154,7.341416342639047,7.295393386203263,2.117445673912206,49.83681623621596,3.6459759705566444,6.3044423235827125,213977,26821,34120,31077,178075,21574,3.961279767146881,1.2065310538821445,7.131256632708622,1.9533712898560005,2.7339865997247683,8.75612279883395,7.510344550605867,4.142994409355686,4.411728576571203,7.64997043155255,5.7604382375871594,100.0,6.238824173322978,0.484476639162063,7.648048556194096,7.883417418105366,6.176179726959949,4.776654542295169,4.823538748933725,2.0,3.1410354874695754,4.011905902909557,7.364689188960051,9.174497324917404,6.060578880137142,6.905919251250188,5.0,2024-12-10,0.815978046213408
CH_017,Mahim Causeway,19.0378,72.8378,Traffic Junction,Mahim,160000,3.5,Chaotic Hustle,5.734201716330251,17.30938551559218,11.492449817635565,6.544175746556706,2.0181546099287666,69.59489873835089,4.233966111994904,3.9140178192363266,89645,14528,25707,27807,144341,14801,2.8560615922325265,1.1126147893554517,8.672758225228753,1.706054609844231,1.1932413454668933,9.40361869751873,8.485893841593054,1.4245167477033487,4.781059148913565,7.647736380739342,6.4653598502889205,100.0,5.009499532924248,0.4957347782342063,3.2524135192990715,9.210419169375736,6.83531209382232,5.556898031263842,3.197749797339027,2.0,3.1120604288432547,4.215538981291589,6.799639426414942,5.842401226791792,5.0729186749717945,5.8266288457837,5.0,2024-12-10,0.9792087148579971
CH_018,Worli Sea Link Plaza,19.0134,72.8111,Traffic Junction,Worli,140000,3.2,Chaotic Hustle,9.310817245591064,17.97858716761347,7.964953523009356,6.203231527251053,1.6959432666092982,82.868735723156,4.212178208839821,3.90772564432557,79779,16154,19822,22093,125668,10408,3.129702525101849,1.187184564270043,8.44950850239092,1.7675947431900236,2.222967450683178,8.504332030647676,8.706182968262892,2.3832758578245623,4.197206761588404,8.823474442203288,6.828393098175212,100.0,5.637917733280618,0.38475984684932635,2.5270594269544553,8.589588395332028,6.13708002989062,4.39922759219317,7.8057638771423,2.0,7.069212320611573,3.810364498281521,7.238724974572355,5.483196051020382,5.188904586379132,6.45359457863415,4.86,2024-12-10,0.958316795198131
CH_019,Powai Junction,19.1197,72.9056,Traffic Junction,Powai,100000,2.8,Chaotic Hustle,3.024632972086139,16.075260987518252,10.700994652939452,8.103520192598053,1.0,63.72152707462625,3.407527349322274,5.459222418378768,68230,11423,12185,15413,61097,6912,2.9840585376652804,1.0817140718813645,11.887294430425378,1.4432003959011295,1.6854406434930391,9.013038106371212,7.161239730063587,2.314896884059901,7.493198310476053,9.640180414623975,6.446572000015064,100.0,3.700064017574284,0.8394627786304294,4.747793083381681,9.097723744176205,6.065950719802856,8.632068169207844,5.981764734011151,2.0,7.477703535187897,1.3255724828671767,6.650584839955034,5.63063545310101,3.27457548947943,6.3458814936720005,4.97,2024-12-10,0.9027322961898411
CH_020,Nariman Point,18.9269,72.8228,Business District,Nariman Point,300000,2.5,Chaotic Hustle,5.229795340035217,13.681392762197008,22.24654703700516,8.530010542410812,3.400386231881366,107.73767361662027,8.781231419895475,8.350989094212053,168435,44404,65580,55004,113198,11302,3.041125215414577,0.32974357447393426,3.989333077902078,0.8670410107023718,3.0747906791664836,8.763374247678314,5.851665906821494,3.977588908351879,8.60988501179457,8.066433587075275,10.0,100.0,9.718435919471226,0.11698362010691708,8.85483078220901,2.8527234642308965,9.071465181835874,9.147650397253853,8.15031157810508,3.872410168847295,8.22318094654369,10.0,11.010331664754423,7.840824658568927,7.085812903400012,7.151083359504733,4.38,2024-12-10,0.9709371144142098
CH_021,Bandra Kurla Complex,19.0656,72.8678,Business District,BKC,250000,2.3,Chaotic Hustle,5.253131307768362,6.525282584281309,28.445526246769873,8.202689007594037,2.7897776388770423,71.75376022136803,7.168239968691485,8.95223478589038,150559,32066,46568,50351,79615,6875,2.1900732819639894,0.27997749304204284,6.196091886694788,0.5455464877678484,3.025905821543415,7.067695308418635,9.00895475347362,3.464114336132088,7.903967260558052,7.71833855450827,10.0,100.0,8.402096210725746,0.08833726770080176,8.6899093234235,3.4326900369454223,10.0,8.440548342725556,9.922277746437217,4.442165293589601,8.54825756938894,8.854748400338245,8.197762942392977,7.820376326092436,5.332242508916588,6.4740633492242265,4.32,2024-12-10,0.8662836801075092
CH_022,Lower Parel Office District,19.0134,72.8333,Business District,Lower Parel,200000,2.2,Chaotic Hustle,4.158167766928209,2.871358596541768,15.723504925096922,8.378299987921537,2.5498099528446736,109.10872246051464,9.07770357064932,7.592281659632535,85986,35745,41184,34054,58803,6523,2.8146189814042213,0.4294521719975408,6.3676328047528346,0.6860961791769659,3.2544472376843654,7.69051835281508,6.058459365182378,2.946796640473379,10.0,8.10240759310479,10.0,100.0,8.998067811186125,0.055618452420290426,7.017308063053409,2.687806848360153,10.0,9.103687452555912,6.629330501418741,3.684239772600251,9.020608935979588,7.138082506670209,8.285693245406268,5.582093443467946,5.777214695223235,8.37363379747597,4.29,2024-12-10,0.8229302303873195
CH_023,Andheri MIDC,19.1197,72.8467,Industrial Area,Andheri,150000,1.8,Chaotic Hustle,8.068450747583128,11.95539429426805,13.46308327767041,4.964846931763215,2.553670815916163,87.09688355113269,5.93807426257838,6.529806177238502,53495,18335,23939,21461,66434,10634,3.164877651085968,0.7585728332445721,4.679333856484857,1.8957845210799131,3.0875036146806907,7.175144462248084,9.056044819633303,1.6971188200644547,5.9773825136797,9.296871751100952,6.04558553413376,100.0,9.660216618619515,0.5227135986203284,1.6065861775670953,5.4293365584602755,7.11336299918181,7.344573444463254,2.2004303458235843,2.7059138716746576,6.233267230045304,3.091170823730885,4.913294919998842,9.007763201333589,7.396400310253117,5.540436108267473,3.76,2024-12-10,0.8951733191033366
CH_024,Powai IT Hub,19.1197,72.9056,IT District,Powai,120000,1.9,Chaotic Hustle,7.598107661764348,9.293210079877397,11.61687237064871,3.658131440911953,1.0,80.94857285040173,7.3846993410436825,3.6374559219980975,43734,17251,23634,19087,53344,10857,3.044144785699852,0.34475210683940194,8.012382442738035,1.4040246339241598,1.68685217352285,7.4864356058369,5.537866628938302,0.9750688878879203,6.817208584525138,6.81830124638971,5.901156562384228,100.0,10.367682369641482,0.1905469989711303,8.52019916046325,4.330211771488232,7.179973375895365,7.956678135504222,4.600864122224942,2.0,6.568161032693413,2.0760002162127478,4.344402846350898,5.863633826621383,3.5902889710229147,4.037838085697147,3.66,2024-12-10,0.9801585883628638
CH_025,Goregaon IT Park,19.1556,72.8489,IT District,Goregaon,100000,1.7,Chaotic Hustle,4.212684288679258,10.416188240789019,11.612912877014448,4.270386064625825,1.0,111.98792691473479,5.454134581583591,5.722074787346963,28696,13051,18182,12582,38383,7089,3.7636672894036542,0.2655822071722679,2.20179744404179,1.4808277830667498,1.8355931660293827,7.487981809192158,8.42214983589684,1.8378931246154875,7.431855813886263,5.828387683483956,6.751559952263914,95.24647961833008,8.593616128775684,0.13518187926253558,6.479250102794958,7.075301709525157,7.746013481479718,7.467291957027079,4.061127124355089,2.0,4.540085888735957,2.3266737281855647,5.988619989945136,5.978409592616275,4.55404337235599,5.212399809774715,3.46,2024-12-10,0.9520207003462253
CH_026,Zaveri Bazaar,18.9467,72.8342,Gold Market,Zaveri Bazaar,80000,2.8,Chaotic Hustle,5.372045369574756,9.170018532424235,26.105606641644208,5.335317203010006,1.6234873421963307,72.90848749857787,4.640402955654414,7.620228094089191,38584,9539,15289,15024,54302,5455,3.617556329104565,0.6443302455194793,5.714504201446651,1.3317680017096372,0.19683048189906327,7.611849077534653,6.721222928841781,0.39085865750804094,6.7396382580172896,5.392348644149934,9.666636503421364,74.98309540906388,4.577393348982406,0.8425234377518752,2.756164849516123,1.5128775591861685,6.661729744238951,8.326238555572782,3.5416013644060254,2.0,7.561667828243218,1.4646638400024639,6.650447967252866,5.84165473741793,4.777543480825549,4.060000526260823,3.47,2024-12-10,0.8471368090081742
CH_027,Crawford Market,18.9467,72.8342,Wholesale Market,Fort,100000,3.2,Chaotic Hustle,5.931568882825239,6.303060505713317,21.472081899573375,3.6808405643787907,1.0,74.63432263254694,6.51015879163759,4.589886502156792,67742,9459,15942,13951,75697,9254,3.6580596568566444,0.9252120892542917,6.889154203091153,2.021242691751238,2.263838583925279,8.244414873169559,3.4275164730095504,1.1305187892708293,6.969951384594914,4.846667252659142,10.0,91.30880263364396,6.513818008580233,0.8727540090498708,6.004056247665079,5.755628081725767,6.5476096514780835,6.392512445076453,5.125099114811533,2.0,8.049405830474623,1.757992805337743,7.317183014897598,6.627247645931178,7.292775962360236,6.293768399517764,4.3,2024-12-10,0.8761518960396598
CH_028,Linking Road Market,19.0544,72.8267,Shopping Street,Bandra,90000,4.5,Chaotic Hustle,1.8896715229513505,8.070529824947847,27.077660090884667,4.849353045350177,1.0,63.149153299096525,8.728601706402731,6.9996858215405435,30457,10214,16275,16208,142419,5918,3.3915839084829535,2.1876110468047933,3.7338794619726445,3.1697314440843587,1.6335736074811558,7.277149220029038,4.682541277158401,0.9306602427894357,6.744830447381908,9.474642568542302,8.157337350096139,81.0479415517697,4.913200185226942,0.7844653053648776,6.590354456809707,6.550784017217953,6.231404692344576,5.158863888618706,4.952335084773427,2.0,6.941238360103635,2.5080255009575154,6.1743289821141865,8.816364121836827,8.899924010664016,5.3570890175688035,4.39,2024-12-10,0.8107092353835645
CH_029,Hill Road Market,19.0544,72.8267,Shopping Street,Bandra,85000,4.2,Chaotic Hustle,7.25926845872066,8.623779229091028,22.98060910347752,4.22570168053158,1.01766663207148,77.42587576535405,6.533775765770554,6.10142300247107,23794,6337,9111,25280,103043,5251,2.9242390223838575,2.2149995620142526,8.84965841670461,2.690045513805392,1.7050359646667443,7.493161510288333,6.258088251347456,1.1060188088975957,6.148924252870821,7.308572657659234,8.607593135017988,88.18604093771422,3.9737336968527375,0.9102270020897621,2.473836997741114,1.0326039930956883,6.581071993937158,7.556536814418568,4.463214657184631,2.0,5.827828059309449,1.8897479018186996,6.642073003642149,8.495402722791725,3.624088447265485,5.120233443731242,4.73,2024-12-10,0.8481040816521142
CH_030,Dharavi Market,19.0378,72.8567,Local Market,Dharavi,60000,2.5,Chaotic Hustle,6.7974864697857535,9.041295315346325,30.197032074103316,4.19994482089817,1.0,75.52062801260075,4.371814365836636,4.240336104104637,23068,4416,6044,7668,38329,4943,3.2136638421171027,1.0220950785497835,5.206618602892506,1.3928582878675024,0.5511060797498603,6.701548366915534,5.410461954234577,0.5787985314740943,6.174697279119734,6.012335172339944,5.778104457888599,60.46342824451609,5.158523053152234,0.8816738010255736,7.011376971150389,8.78418575351241,5.258326707787033,6.55110250419226,3.241777808218844,2.0,6.901934263504174,1.2693916119880906,9.035734268120123,4.809933486467021,7.681836953223207,4.8597596669324545,3.64,2024-12-10,1.0589738024375006
CH_031,Mumbai Central Bus Terminal,18.9689,72.8197,Bus Terminal,Mumbai Central,120000,3.0,Chaotic Hustle,14.204889166300493,8.954636583063309,12.217324421592279,5.029966782365328,1.7593089266674382,96.6480857033823,7.418087465454688,2.7174349481209608,72280,12752,18142,15576,83575,8843,3.719315333358899,0.9778891785044941,3.997435477285116,1.4199250424465832,2.260705812184897,8.019900675500887,5.745535464723155,0.8728261453661603,7.5169587290208595,5.250126760287373,5.970284877041721,100.0,3.952543962045561,0.576722278274397,4.4819475214986735,6.8762063107243,6.266630995148864,4.241555159622488,5.322582335172619,2.0,3.4677739949996997,2.8070895813094485,5.36780239146151,4.943024149111486,7.274816002907622,7.017635046795265,3.83,2024-12-10,0.9320968044219189
CH_032,Borivali Bus Depot,19.23,72.8567,Bus Terminal,Borivali,80000,2.8,Chaotic Hustle,6.416698691816698,10.78913594799657,9.662420061592716,6.9000602304911824,1.3170153320991234,92.09921568574573,5.438085679741902,4.493837316153468,47145,10148,11980,10815,48911,6249,3.570235208204917,1.139780087352719,4.834185312146554,1.6253425564572506,0.990653534125703,7.894381104655193,9.193604378978769,0.7664250785441475,5.16291607957708,5.615552587890075,5.480559282532875,79.24755493726066,4.220965396095521,0.3382150671364095,8.288533913982931,8.543388605468918,6.143110329463727,6.806472110137255,4.646590241130923,2.0,6.143306706899283,0.7146694059220992,7.120348149644407,5.931712393722158,10.909694909216823,4.869272630663152,4.03,2024-12-10,0.8807805663722522
CH_033,Kurla Bus Terminal,19.0689,72.8792,Bus Terminal,Kurla,70000,2.6,Chaotic Hustle,11.393787994034748,11.739833921954524,10.974345926180924,6.731519751643769,1.0,110.41060052658202,7.048201520241942,8.007321616485628,41433,5193,10595,15197,40086,3935,4.322705676418681,1.026142948795384,5.021646897393624,1.512365261500755,1.0295545608267995,6.950925773465037,6.6953492280961004,0.6101126445882453,4.399177805830893,10.0,6.842784058158738,73.08879653717813,5.491136856172036,0.32519477973287936,4.835090024192659,4.223430867896375,6.100043496767734,5.043190856827899,9.13788915105157,2.7818244397238647,5.629369310574147,0.41524733717046947,10.327018981825386,5.983160428033731,3.8347690204879434,6.771413323047362,3.82,2024-12-10,0.9515796988268369
CH_034,Eastern Express Highway - Sion,19.0434,72.8634,Highway Junction,Sion,50000,3.8,Chaotic Hustle,7.047792907747883,15.459581048942947,9.295121775949475,4.624189212617813,1.364039870683708,75.30395654107078,4.214819782580468,5.145017260757069,32339,6458,8597,8984,34001,3931,4.070550196367598,0.7572979594653675,9.426583895926399,1.794302789945485,0.34947524625874676,9.124391695916342,8.63144289294189,0.6987710846159065,4.413340944767871,8.152598821119636,5.891506219186461,39.9115160318114,5.516698300729638,0.20742527416808312,3.6942262112160864,3.0640585179469917,7.173887927888511,7.489216592795307,3.170641874118476,2.0,5.71414550418331,1.5494785001063485,5.939504999662429,5.095354298356965,3.582662395145361,4.987573276554919,4.48,2024-12-10,0.8734302208911805
CH_035,Western Express Highway - Bandra,19.0544,72.8378,Highway Junction,Bandra,45000,3.5,Chaotic Hustle,13.950692801788508,7.952909153730292,15.092925093010713,6.4340352058468175,1.0,88.02708145557241,4.19362001389107,5.031867666055168,33186,4789,6863,5929,29897,4080,3.1577370933805504,0.8106588059998854,6.845529839393725,2.076436446915599,0.15334728753965743,9.360015988858185,7.578831060000265,1.1288410730930867,5.741724313124394,9.966468249409939,6.1481666952915965,38.82126819083492,5.886928451070926,0.40328047070824363,4.552997783200161,4.984508524108167,6.629070666184402,4.0353690125571084,3.2041990960867652,2.0,8.327818199387133,0.7731259722718115,7.703012430208984,8.445527745774807,6.283941368669773,5.417569995209931,4.92,2024-12-10,0.9314690079476629
CH_036,LBS Road - Kurla,19.0689,72.8792,Highway Junction,Kurla,40000,3.2,Chaotic Hustle,13.82346432223177,14.079034989858753,14.697864121436078,5.3311497753648505,1.0,93.79902317849337,2.782300945356545,4.801086858295945,30901,5475,7624,6743,33402,3058,4.382582757622466,0.8489687324884578,7.244711556191899,1.7305148667196075,0.2980487079664267,9.362745536866742,6.572130853663022,0.7754528114789052,5.9331296805407865,10.0,6.282863669734424,34.870535168514714,6.187525868163256,0.5828145705542946,4.13439140409611,5.949027126573536,6.3607916470461845,4.4657382670640775,4.542868380312895,2.0,6.2896222863518005,0.906440363937905,7.1171448612636485,5.932398630075182,3.2063026093634663,3.6175386505178864,4.36,2024-12-10,0.899752630084178
